visual_id,visual_name,visual_type,candidate_canonical_item_id,candidate_canonical_name,rule,mapping_status,identity_status,confidence,note
mu0000145,루어스체인메일,armor,IT_WAR_ARM_3C,체인메일,STRIP_TOWN_PREFIX,VISUAL_VARIANT_FAMILY_CANDIDATE,NOT_EXACT_ITEM_IDENTITY,HIGH_FAMILY / NOT_IDENTITY,정규화 결과 동일 원형 이름. 도시/FX/성별 변형은 별도 item identity일 수 있으므로 canonical Item_ID로 자동 승격 금지.
mu0000146,밀레스체인메일,armor,IT_WAR_ARM_3C,체인메일,STRIP_TOWN_PREFIX,VISUAL_VARIANT_FAMILY_CANDIDATE,NOT_EXACT_ITEM_IDENTITY,HIGH_FAMILY / NOT_IDENTITY,정규화 결과 동일 원형 이름. 도시/FX/성별 변형은 별도 item identity일 수 있으므로 canonical Item_ID로 자동 승격 금지.
mu0000147,수오미키톤,armor,IT_ROG_ARM_4A,키톤,STRIP_TOWN_PREFIX,VISUAL_VARIANT_FAMILY_CANDIDATE,NOT_EXACT_ITEM_IDENTITY,HIGH_FAMILY / NOT_IDENTITY,정규화 결과 동일 원형 이름. 도시/FX/성별 변형은 별도 item identity일 수 있으므로 canonical Item_ID로 자동 승격 금지.
mu0000148,뤼케시온키톤,armor,IT_ROG_ARM_4A,키톤,STRIP_TOWN_PREFIX,VISUAL_VARIANT_FAMILY_CANDIDATE,NOT_EXACT_ITEM_IDENTITY,HIGH_FAMILY / NOT_IDENTITY,정규화 결과 동일 원형 이름. 도시/FX/성별 변형은 별도 item identity일 수 있으므로 canonical Item_ID로 자동 승격 금지.
mu0000149,루어스키톤,armor,IT_ROG_ARM_4A,키톤,STRIP_TOWN_PREFIX,VISUAL_VARIANT_FAMILY_CANDIDATE,NOT_EXACT_ITEM_IDENTITY,HIGH_FAMILY / NOT_IDENTITY,정규화 결과 동일 원형 이름. 도시/FX/성별 변형은 별도 item identity일 수 있으므로 canonical Item_ID로 자동 승격 금지.
mu0000230,오렌천지도복,armor,IT_MON_ARM_3A,천지도복,STRIP_TOWN_PREFIX,VISUAL_VARIANT_FAMILY_CANDIDATE,NOT_EXACT_ITEM_IDENTITY,HIGH_FAMILY / NOT_IDENTITY,정규화 결과 동일 원형 이름. 도시/FX/성별 변형은 별도 item identity일 수 있으므로 canonical Item_ID로 자동 승격 금지.
mu0000231,오렌도복,armor,IT_MON_ARM_1A,도복,STRIP_TOWN_PREFIX,VISUAL_VARIANT_FAMILY_CANDIDATE,NOT_EXACT_ITEM_IDENTITY,HIGH_FAMILY / NOT_IDENTITY,정규화 결과 동일 원형 이름. 도시/FX/성별 변형은 별도 item identity일 수 있으므로 canonical Item_ID로 자동 승격 금지.
mu0000234,오렌선풍도복,armor,IT_MON_ARM_4A,선풍도복,STRIP_TOWN_PREFIX,VISUAL_VARIANT_FAMILY_CANDIDATE,NOT_EXACT_ITEM_IDENTITY,HIGH_FAMILY / NOT_IDENTITY,정규화 결과 동일 원형 이름. 도시/FX/성별 변형은 별도 item identity일 수 있으므로 canonical Item_ID로 자동 승격 금지.
mu0000236,오렌셍즈,armor,IT_PRI_ARM_1A,셍즈,STRIP_TOWN_PREFIX,VISUAL_VARIANT_FAMILY_CANDIDATE,NOT_EXACT_ITEM_IDENTITY,HIGH_FAMILY / NOT_IDENTITY,정규화 결과 동일 원형 이름. 도시/FX/성별 변형은 별도 item identity일 수 있으므로 canonical Item_ID로 자동 승격 금지.
mu0000237,오렌레더로브,armor,IT_PRI_ARM_2A,레더로브,STRIP_TOWN_PREFIX,VISUAL_VARIANT_FAMILY_CANDIDATE,NOT_EXACT_ITEM_IDENTITY,HIGH_FAMILY / NOT_IDENTITY,정규화 결과 동일 원형 이름. 도시/FX/성별 변형은 별도 item identity일 수 있으므로 canonical Item_ID로 자동 승격 금지.
mu0000238,오렌맨틀,armor,IT_PRI_ARM_3A,맨틀,STRIP_TOWN_PREFIX,VISUAL_VARIANT_FAMILY_CANDIDATE,NOT_EXACT_ITEM_IDENTITY,HIGH_FAMILY / NOT_IDENTITY,정규화 결과 동일 원형 이름. 도시/FX/성별 변형은 별도 item identity일 수 있으므로 canonical Item_ID로 자동 승격 금지.
mu0000239,오렌위저드로브,armor,IT_PRI_ARM_4A,위저드로브,STRIP_TOWN_PREFIX,VISUAL_VARIANT_FAMILY_CANDIDATE,NOT_EXACT_ITEM_IDENTITY,HIGH_FAMILY / NOT_IDENTITY,정규화 결과 동일 원형 이름. 도시/FX/성별 변형은 별도 item identity일 수 있으므로 canonical Item_ID로 자동 승격 금지.
mu0000241,오렌스카웃튜닉,armor,IT_ROG_ARM_1A,스카웃튜닉,STRIP_TOWN_PREFIX,VISUAL_VARIANT_FAMILY_CANDIDATE,NOT_EXACT_ITEM_IDENTITY,HIGH_FAMILY / NOT_IDENTITY,정규화 결과 동일 원형 이름. 도시/FX/성별 변형은 별도 item identity일 수 있으므로 canonical Item_ID로 자동 승격 금지.
mu0000242,오렌노미쉬레더,armor,IT_ROG_ARM_2A,노미쉬레더,STRIP_TOWN_PREFIX,VISUAL_VARIANT_FAMILY_CANDIDATE,NOT_EXACT_ITEM_IDENTITY,HIGH_FAMILY / NOT_IDENTITY,정규화 결과 동일 원형 이름. 도시/FX/성별 변형은 별도 item identity일 수 있으므로 canonical Item_ID로 자동 승격 금지.
mu0000243,오렌팔루텐,armor,IT_ROG_ARM_3A,팔루텐,STRIP_TOWN_PREFIX,VISUAL_VARIANT_FAMILY_CANDIDATE,NOT_EXACT_ITEM_IDENTITY,HIGH_FAMILY / NOT_IDENTITY,정규화 결과 동일 원형 이름. 도시/FX/성별 변형은 별도 item identity일 수 있으므로 canonical Item_ID로 자동 승격 금지.
mu0000246,오렌레더튜닉,armor,IT_WAR_ARM_1M,레더튜닉,STRIP_TOWN_PREFIX,VISUAL_VARIANT_FAMILY_CANDIDATE,NOT_EXACT_ITEM_IDENTITY,HIGH_FAMILY / NOT_IDENTITY,정규화 결과 동일 원형 이름. 도시/FX/성별 변형은 별도 item identity일 수 있으므로 canonical Item_ID로 자동 승격 금지.
mu0000247,오렌카스뮴아머,armor,IT_WAR_ARM_3A,카스뮴아머,STRIP_TOWN_PREFIX,VISUAL_VARIANT_FAMILY_CANDIDATE,NOT_EXACT_ITEM_IDENTITY,HIGH_FAMILY / NOT_IDENTITY,정규화 결과 동일 원형 이름. 도시/FX/성별 변형은 별도 item identity일 수 있으므로 canonical Item_ID로 자동 승격 금지.
mu0000249,오렌이프리트메일,armor,IT_WAR_ARM_4A,이프리트메일,STRIP_TOWN_PREFIX,VISUAL_VARIANT_FAMILY_CANDIDATE,NOT_EXACT_ITEM_IDENTITY,HIGH_FAMILY / NOT_IDENTITY,정규화 결과 동일 원형 이름. 도시/FX/성별 변형은 별도 item identity일 수 있으므로 canonical Item_ID로 자동 승격 금지.
mu0000251,오렌후드로브,armor,IT_WIZ_ARM_1A,후드로브,STRIP_TOWN_PREFIX,VISUAL_VARIANT_FAMILY_CANDIDATE,NOT_EXACT_ITEM_IDENTITY,HIGH_FAMILY / NOT_IDENTITY,정규화 결과 동일 원형 이름. 도시/FX/성별 변형은 별도 item identity일 수 있으므로 canonical Item_ID로 자동 승격 금지.
mu0000252,오렌달마티카,armor,IT_WIZ_ARM_2A,달마티카,STRIP_TOWN_PREFIX,VISUAL_VARIANT_FAMILY_CANDIDATE,NOT_EXACT_ITEM_IDENTITY,HIGH_FAMILY / NOT_IDENTITY,정규화 결과 동일 원형 이름. 도시/FX/성별 변형은 별도 item identity일 수 있으므로 canonical Item_ID로 자동 승격 금지.
mu0000255,오렌로럼,armor,IT_WIZ_ARM_3A,로럼,STRIP_TOWN_PREFIX,VISUAL_VARIANT_FAMILY_CANDIDATE,NOT_EXACT_ITEM_IDENTITY,HIGH_FAMILY / NOT_IDENTITY,정규화 결과 동일 원형 이름. 도시/FX/성별 변형은 별도 item identity일 수 있으므로 canonical Item_ID로 자동 승격 금지.
wu0000043,밀레스레데메일,armor,IT_WAR_ARM_2B,레데메일,STRIP_TOWN_PREFIX,VISUAL_VARIANT_FAMILY_CANDIDATE,NOT_EXACT_ITEM_IDENTITY,HIGH_FAMILY / NOT_IDENTITY,정규화 결과 동일 원형 이름. 도시/FX/성별 변형은 별도 item identity일 수 있으므로 canonical Item_ID로 자동 승격 금지.
wu0000044,루어스레데메일,armor,IT_WAR_ARM_2B,레데메일,STRIP_TOWN_PREFIX,VISUAL_VARIANT_FAMILY_CANDIDATE,NOT_EXACT_ITEM_IDENTITY,HIGH_FAMILY / NOT_IDENTITY,정규화 결과 동일 원형 이름. 도시/FX/성별 변형은 별도 item identity일 수 있으므로 canonical Item_ID로 자동 승격 금지.
wu0000045,뤼케시온레데메일,armor,IT_WAR_ARM_2B,레데메일,STRIP_TOWN_PREFIX,VISUAL_VARIANT_FAMILY_CANDIDATE,NOT_EXACT_ITEM_IDENTITY,HIGH_FAMILY / NOT_IDENTITY,정규화 결과 동일 원형 이름. 도시/FX/성별 변형은 별도 item identity일 수 있으므로 canonical Item_ID로 자동 승격 금지.
wu0000046,수오미레데메일,armor,IT_WAR_ARM_2B,레데메일,STRIP_TOWN_PREFIX,VISUAL_VARIANT_FAMILY_CANDIDATE,NOT_EXACT_ITEM_IDENTITY,HIGH_FAMILY / NOT_IDENTITY,정규화 결과 동일 원형 이름. 도시/FX/성별 변형은 별도 item identity일 수 있으므로 canonical Item_ID로 자동 승격 금지.
wu0000047,밀레스브리간딘,armor,IT_ROG_ARM_2B,브리간딘,STRIP_TOWN_PREFIX,VISUAL_VARIANT_FAMILY_CANDIDATE,NOT_EXACT_ITEM_IDENTITY,HIGH_FAMILY / NOT_IDENTITY,정규화 결과 동일 원형 이름. 도시/FX/성별 변형은 별도 item identity일 수 있으므로 canonical Item_ID로 자동 승격 금지.
wu0000048,루어스브리간딘,armor,IT_ROG_ARM_2B,브리간딘,STRIP_TOWN_PREFIX,VISUAL_VARIANT_FAMILY_CANDIDATE,NOT_EXACT_ITEM_IDENTITY,HIGH_FAMILY / NOT_IDENTITY,정규화 결과 동일 원형 이름. 도시/FX/성별 변형은 별도 item identity일 수 있으므로 canonical Item_ID로 자동 승격 금지.
wu0000049,뤼케시온브리간딘,armor,IT_ROG_ARM_2B,브리간딘,STRIP_TOWN_PREFIX,VISUAL_VARIANT_FAMILY_CANDIDATE,NOT_EXACT_ITEM_IDENTITY,HIGH_FAMILY / NOT_IDENTITY,정규화 결과 동일 원형 이름. 도시/FX/성별 변형은 별도 item identity일 수 있으므로 canonical Item_ID로 자동 승격 금지.
wu0000050,수오미브리간딘,armor,IT_ROG_ARM_2B,브리간딘,STRIP_TOWN_PREFIX,VISUAL_VARIANT_FAMILY_CANDIDATE,NOT_EXACT_ITEM_IDENTITY,HIGH_FAMILY / NOT_IDENTITY,정규화 결과 동일 원형 이름. 도시/FX/성별 변형은 별도 item identity일 수 있으므로 canonical Item_ID로 자동 승격 금지.
wu0000051,루어스베누스타,armor,IT_WIZ_ARM_2B,베누스타,STRIP_TOWN_PREFIX,VISUAL_VARIANT_FAMILY_CANDIDATE,NOT_EXACT_ITEM_IDENTITY,HIGH_FAMILY / NOT_IDENTITY,정규화 결과 동일 원형 이름. 도시/FX/성별 변형은 별도 item identity일 수 있으므로 canonical Item_ID로 자동 승격 금지.
wu0000052,밀레스베누스타,armor,IT_WIZ_ARM_2B,베누스타,STRIP_TOWN_PREFIX,VISUAL_VARIANT_FAMILY_CANDIDATE,NOT_EXACT_ITEM_IDENTITY,HIGH_FAMILY / NOT_IDENTITY,정규화 결과 동일 원형 이름. 도시/FX/성별 변형은 별도 item identity일 수 있으므로 canonical Item_ID로 자동 승격 금지.
wu0000053,수오미베누스타,armor,IT_WIZ_ARM_2B,베누스타,STRIP_TOWN_PREFIX,VISUAL_VARIANT_FAMILY_CANDIDATE,NOT_EXACT_ITEM_IDENTITY,HIGH_FAMILY / NOT_IDENTITY,정규화 결과 동일 원형 이름. 도시/FX/성별 변형은 별도 item identity일 수 있으므로 canonical Item_ID로 자동 승격 금지.
wu0000054,뤼케시온베누스타,armor,IT_WIZ_ARM_2B,베누스타,STRIP_TOWN_PREFIX,VISUAL_VARIANT_FAMILY_CANDIDATE,NOT_EXACT_ITEM_IDENTITY,HIGH_FAMILY / NOT_IDENTITY,정규화 결과 동일 원형 이름. 도시/FX/성별 변형은 별도 item identity일 수 있으므로 canonical Item_ID로 자동 승격 금지.
wu0000055,뤼케시온미스틱로브,armor,IT_PRI_ARM_2B,미스틱로브,STRIP_TOWN_PREFIX,VISUAL_VARIANT_FAMILY_CANDIDATE,NOT_EXACT_ITEM_IDENTITY,HIGH_FAMILY / NOT_IDENTITY,정규화 결과 동일 원형 이름. 도시/FX/성별 변형은 별도 item identity일 수 있으므로 canonical Item_ID로 자동 승격 금지.
wu0000056,밀레스미스틱로브,armor,IT_PRI_ARM_2B,미스틱로브,STRIP_TOWN_PREFIX,VISUAL_VARIANT_FAMILY_CANDIDATE,NOT_EXACT_ITEM_IDENTITY,HIGH_FAMILY / NOT_IDENTITY,정규화 결과 동일 원형 이름. 도시/FX/성별 변형은 별도 item identity일 수 있으므로 canonical Item_ID로 자동 승격 금지.
wu0000057,수오미미스틱로브,armor,IT_PRI_ARM_2B,미스틱로브,STRIP_TOWN_PREFIX,VISUAL_VARIANT_FAMILY_CANDIDATE,NOT_EXACT_ITEM_IDENTITY,HIGH_FAMILY / NOT_IDENTITY,정규화 결과 동일 원형 이름. 도시/FX/성별 변형은 별도 item identity일 수 있으므로 canonical Item_ID로 자동 승격 금지.
wu0000058,루어스미스틱로브,armor,IT_PRI_ARM_2B,미스틱로브,STRIP_TOWN_PREFIX,VISUAL_VARIANT_FAMILY_CANDIDATE,NOT_EXACT_ITEM_IDENTITY,HIGH_FAMILY / NOT_IDENTITY,정규화 결과 동일 원형 이름. 도시/FX/성별 변형은 별도 item identity일 수 있으므로 canonical Item_ID로 자동 승격 금지.
wu0000059,뤼케시온연무도복,armor,IT_MON_ARM_2B,연무도복,STRIP_TOWN_PREFIX,VISUAL_VARIANT_FAMILY_CANDIDATE,NOT_EXACT_ITEM_IDENTITY,HIGH_FAMILY / NOT_IDENTITY,정규화 결과 동일 원형 이름. 도시/FX/성별 변형은 별도 item identity일 수 있으므로 canonical Item_ID로 자동 승격 금지.
wu0000061,밀레스연무도복,armor,IT_MON_ARM_2B,연무도복,STRIP_TOWN_PREFIX,VISUAL_VARIANT_FAMILY_CANDIDATE,NOT_EXACT_ITEM_IDENTITY,HIGH_FAMILY / NOT_IDENTITY,정규화 결과 동일 원형 이름. 도시/FX/성별 변형은 별도 item identity일 수 있으므로 canonical Item_ID로 자동 승격 금지.
wu0000062,루어스연무도복,armor,IT_MON_ARM_2B,연무도복,STRIP_TOWN_PREFIX,VISUAL_VARIANT_FAMILY_CANDIDATE,NOT_EXACT_ITEM_IDENTITY,HIGH_FAMILY / NOT_IDENTITY,정규화 결과 동일 원형 이름. 도시/FX/성별 변형은 별도 item identity일 수 있으므로 canonical Item_ID로 자동 승격 금지.
wu0000063,수오미튜닉,armor,IT_WAR_ARM_1F,튜닉,STRIP_TOWN_PREFIX,VISUAL_VARIANT_FAMILY_CANDIDATE,NOT_EXACT_ITEM_IDENTITY,HIGH_FAMILY / NOT_IDENTITY,정규화 결과 동일 원형 이름. 도시/FX/성별 변형은 별도 item identity일 수 있으므로 canonical Item_ID로 자동 승격 금지.
wu0000064,뤼케시온튜닉,armor,IT_WAR_ARM_1F,튜닉,STRIP_TOWN_PREFIX,VISUAL_VARIANT_FAMILY_CANDIDATE,NOT_EXACT_ITEM_IDENTITY,HIGH_FAMILY / NOT_IDENTITY,정규화 결과 동일 원형 이름. 도시/FX/성별 변형은 별도 item identity일 수 있으므로 canonical Item_ID로 자동 승격 금지.
wu0000065,루어스튜닉,armor,IT_WAR_ARM_1F,튜닉,STRIP_TOWN_PREFIX,VISUAL_VARIANT_FAMILY_CANDIDATE,NOT_EXACT_ITEM_IDENTITY,HIGH_FAMILY / NOT_IDENTITY,정규화 결과 동일 원형 이름. 도시/FX/성별 변형은 별도 item identity일 수 있으므로 canonical Item_ID로 자동 승격 금지.
wu0000066,밀레스튜닉,armor,IT_WAR_ARM_1F,튜닉,STRIP_TOWN_PREFIX,VISUAL_VARIANT_FAMILY_CANDIDATE,NOT_EXACT_ITEM_IDENTITY,HIGH_FAMILY / NOT_IDENTITY,정규화 결과 동일 원형 이름. 도시/FX/성별 변형은 별도 item identity일 수 있으므로 canonical Item_ID로 자동 승격 금지.
wu0000067,밀레스꼬뜨,armor,IT_ROG_ARM_1B,꼬뜨,STRIP_TOWN_PREFIX,VISUAL_VARIANT_FAMILY_CANDIDATE,NOT_EXACT_ITEM_IDENTITY,HIGH_FAMILY / NOT_IDENTITY,정규화 결과 동일 원형 이름. 도시/FX/성별 변형은 별도 item identity일 수 있으므로 canonical Item_ID로 자동 승격 금지.
wu0000068,뤼케시온꼬뜨,armor,IT_ROG_ARM_1B,꼬뜨,STRIP_TOWN_PREFIX,VISUAL_VARIANT_FAMILY_CANDIDATE,NOT_EXACT_ITEM_IDENTITY,HIGH_FAMILY / NOT_IDENTITY,정규화 결과 동일 원형 이름. 도시/FX/성별 변형은 별도 item identity일 수 있으므로 canonical Item_ID로 자동 승격 금지.
wu0000069,루어스꼬뜨,armor,IT_ROG_ARM_1B,꼬뜨,STRIP_TOWN_PREFIX,VISUAL_VARIANT_FAMILY_CANDIDATE,NOT_EXACT_ITEM_IDENTITY,HIGH_FAMILY / NOT_IDENTITY,정규화 결과 동일 원형 이름. 도시/FX/성별 변형은 별도 item identity일 수 있으므로 canonical Item_ID로 자동 승격 금지.
wu0000070,수오미꼬뜨,armor,IT_ROG_ARM_1B,꼬뜨,STRIP_TOWN_PREFIX,VISUAL_VARIANT_FAMILY_CANDIDATE,NOT_EXACT_ITEM_IDENTITY,HIGH_FAMILY / NOT_IDENTITY,정규화 결과 동일 원형 이름. 도시/FX/성별 변형은 별도 item identity일 수 있으므로 canonical Item_ID로 자동 승격 금지.
wu0000071,수오미매직스커트,armor,IT_WIZ_ARM_1B,매직스커트,STRIP_TOWN_PREFIX,VISUAL_VARIANT_FAMILY_CANDIDATE,NOT_EXACT_ITEM_IDENTITY,HIGH_FAMILY / NOT_IDENTITY,정규화 결과 동일 원형 이름. 도시/FX/성별 변형은 별도 item identity일 수 있으므로 canonical Item_ID로 자동 승격 금지.
wu0000072,밀레스매직스커트,armor,IT_WIZ_ARM_1B,매직스커트,STRIP_TOWN_PREFIX,VISUAL_VARIANT_FAMILY_CANDIDATE,NOT_EXACT_ITEM_IDENTITY,HIGH_FAMILY / NOT_IDENTITY,정규화 결과 동일 원형 이름. 도시/FX/성별 변형은 별도 item identity일 수 있으므로 canonical Item_ID로 자동 승격 금지.
wu0000073,루어스매직스커트,armor,IT_WIZ_ARM_1B,매직스커트,STRIP_TOWN_PREFIX,VISUAL_VARIANT_FAMILY_CANDIDATE,NOT_EXACT_ITEM_IDENTITY,HIGH_FAMILY / NOT_IDENTITY,정규화 결과 동일 원형 이름. 도시/FX/성별 변형은 별도 item identity일 수 있으므로 canonical Item_ID로 자동 승격 금지.
wu0000074,뤼케시온매직스커트,armor,IT_WIZ_ARM_1B,매직스커트,STRIP_TOWN_PREFIX,VISUAL_VARIANT_FAMILY_CANDIDATE,NOT_EXACT_ITEM_IDENTITY,HIGH_FAMILY / NOT_IDENTITY,정규화 결과 동일 원형 이름. 도시/FX/성별 변형은 별도 item identity일 수 있으므로 canonical Item_ID로 자동 승격 금지.
wu0000079,루어스연무복,armor,IT_MON_ARM_1B,연무복,STRIP_TOWN_PREFIX,VISUAL_VARIANT_FAMILY_CANDIDATE,NOT_EXACT_ITEM_IDENTITY,HIGH_FAMILY / NOT_IDENTITY,정규화 결과 동일 원형 이름. 도시/FX/성별 변형은 별도 item identity일 수 있으므로 canonical Item_ID로 자동 승격 금지.
wu0000080,밀레스연무복,armor,IT_MON_ARM_1B,연무복,STRIP_TOWN_PREFIX,VISUAL_VARIANT_FAMILY_CANDIDATE,NOT_EXACT_ITEM_IDENTITY,HIGH_FAMILY / NOT_IDENTITY,정규화 결과 동일 원형 이름. 도시/FX/성별 변형은 별도 item identity일 수 있으므로 canonical Item_ID로 자동 승격 금지.
wu0000081,수오미연무복,armor,IT_MON_ARM_1B,연무복,STRIP_TOWN_PREFIX,VISUAL_VARIANT_FAMILY_CANDIDATE,NOT_EXACT_ITEM_IDENTITY,HIGH_FAMILY / NOT_IDENTITY,정규화 결과 동일 원형 이름. 도시/FX/성별 변형은 별도 item identity일 수 있으므로 canonical Item_ID로 자동 승격 금지.
wu0000082,뤼케시온연무복,armor,IT_MON_ARM_1B,연무복,STRIP_TOWN_PREFIX,VISUAL_VARIANT_FAMILY_CANDIDATE,NOT_EXACT_ITEM_IDENTITY,HIGH_FAMILY / NOT_IDENTITY,정규화 결과 동일 원형 이름. 도시/FX/성별 변형은 별도 item identity일 수 있으므로 canonical Item_ID로 자동 승격 금지.
wu0000083,수오미미스티플레이트,armor,IT_WAR_ARM_2D,미스티플레이트,STRIP_TOWN_PREFIX,VISUAL_VARIANT_FAMILY_CANDIDATE,NOT_EXACT_ITEM_IDENTITY,HIGH_FAMILY / NOT_IDENTITY,정규화 결과 동일 원형 이름. 도시/FX/성별 변형은 별도 item identity일 수 있으므로 canonical Item_ID로 자동 승격 금지.
wu0000084,뤼케시온미스티플레이트,armor,IT_WAR_ARM_2D,미스티플레이트,STRIP_TOWN_PREFIX,VISUAL_VARIANT_FAMILY_CANDIDATE,NOT_EXACT_ITEM_IDENTITY,HIGH_FAMILY / NOT_IDENTITY,정규화 결과 동일 원형 이름. 도시/FX/성별 변형은 별도 item identity일 수 있으므로 canonical Item_ID로 자동 승격 금지.
wu0000085,밀레스미스티플레이트,armor,IT_WAR_ARM_2D,미스티플레이트,STRIP_TOWN_PREFIX,VISUAL_VARIANT_FAMILY_CANDIDATE,NOT_EXACT_ITEM_IDENTITY,HIGH_FAMILY / NOT_IDENTITY,정규화 결과 동일 원형 이름. 도시/FX/성별 변형은 별도 item identity일 수 있으므로 canonical Item_ID로 자동 승격 금지.
wu0000086,루어스미스티플레이트,armor,IT_WAR_ARM_2D,미스티플레이트,STRIP_TOWN_PREFIX,VISUAL_VARIANT_FAMILY_CANDIDATE,NOT_EXACT_ITEM_IDENTITY,HIGH_FAMILY / NOT_IDENTITY,정규화 결과 동일 원형 이름. 도시/FX/성별 변형은 별도 item identity일 수 있으므로 canonical Item_ID로 자동 승격 금지.
wu0000087,밀레스코르스,armor,IT_ROG_ARM_3B,코르스,STRIP_TOWN_PREFIX,VISUAL_VARIANT_FAMILY_CANDIDATE,NOT_EXACT_ITEM_IDENTITY,HIGH_FAMILY / NOT_IDENTITY,정규화 결과 동일 원형 이름. 도시/FX/성별 변형은 별도 item identity일 수 있으므로 canonical Item_ID로 자동 승격 금지.
wu0000088,수오미코르스,armor,IT_ROG_ARM_3B,코르스,STRIP_TOWN_PREFIX,VISUAL_VARIANT_FAMILY_CANDIDATE,NOT_EXACT_ITEM_IDENTITY,HIGH_FAMILY / NOT_IDENTITY,정규화 결과 동일 원형 이름. 도시/FX/성별 변형은 별도 item identity일 수 있으므로 canonical Item_ID로 자동 승격 금지.
wu0000089,뤼케시온코르스,armor,IT_ROG_ARM_3B,코르스,STRIP_TOWN_PREFIX,VISUAL_VARIANT_FAMILY_CANDIDATE,NOT_EXACT_ITEM_IDENTITY,HIGH_FAMILY / NOT_IDENTITY,정규화 결과 동일 원형 이름. 도시/FX/성별 변형은 별도 item identity일 수 있으므로 canonical Item_ID로 자동 승격 금지.
wu0000090,루어스코르스,armor,IT_ROG_ARM_3B,코르스,STRIP_TOWN_PREFIX,VISUAL_VARIANT_FAMILY_CANDIDATE,NOT_EXACT_ITEM_IDENTITY,HIGH_FAMILY / NOT_IDENTITY,정규화 결과 동일 원형 이름. 도시/FX/성별 변형은 별도 item identity일 수 있으므로 canonical Item_ID로 자동 승격 금지.
wu0000091,뤼케시온스톨라,armor,IT_WIZ_ARM_3B,스톨라,STRIP_TOWN_PREFIX,VISUAL_VARIANT_FAMILY_CANDIDATE,NOT_EXACT_ITEM_IDENTITY,HIGH_FAMILY / NOT_IDENTITY,정규화 결과 동일 원형 이름. 도시/FX/성별 변형은 별도 item identity일 수 있으므로 canonical Item_ID로 자동 승격 금지.
wu0000092,수오미스톨라,armor,IT_WIZ_ARM_3B,스톨라,STRIP_TOWN_PREFIX,VISUAL_VARIANT_FAMILY_CANDIDATE,NOT_EXACT_ITEM_IDENTITY,HIGH_FAMILY / NOT_IDENTITY,정규화 결과 동일 원형 이름. 도시/FX/성별 변형은 별도 item identity일 수 있으므로 canonical Item_ID로 자동 승격 금지.
wu0000093,루어스스톨라,armor,IT_WIZ_ARM_3B,스톨라,STRIP_TOWN_PREFIX,VISUAL_VARIANT_FAMILY_CANDIDATE,NOT_EXACT_ITEM_IDENTITY,HIGH_FAMILY / NOT_IDENTITY,정규화 결과 동일 원형 이름. 도시/FX/성별 변형은 별도 item identity일 수 있으므로 canonical Item_ID로 자동 승격 금지.
wu0000095,수오미엘레맨틀,armor,IT_PRI_ARM_3B,엘레맨틀,STRIP_TOWN_PREFIX,VISUAL_VARIANT_FAMILY_CANDIDATE,NOT_EXACT_ITEM_IDENTITY,HIGH_FAMILY / NOT_IDENTITY,정규화 결과 동일 원형 이름. 도시/FX/성별 변형은 별도 item identity일 수 있으므로 canonical Item_ID로 자동 승격 금지.
wu0000096,뤼케시온엘레맨틀,armor,IT_PRI_ARM_3B,엘레맨틀,STRIP_TOWN_PREFIX,VISUAL_VARIANT_FAMILY_CANDIDATE,NOT_EXACT_ITEM_IDENTITY,HIGH_FAMILY / NOT_IDENTITY,정규화 결과 동일 원형 이름. 도시/FX/성별 변형은 별도 item identity일 수 있으므로 canonical Item_ID로 자동 승격 금지.
wu0000097,루어스엘레맨틀,armor,IT_PRI_ARM_3B,엘레맨틀,STRIP_TOWN_PREFIX,VISUAL_VARIANT_FAMILY_CANDIDATE,NOT_EXACT_ITEM_IDENTITY,HIGH_FAMILY / NOT_IDENTITY,정규화 결과 동일 원형 이름. 도시/FX/성별 변형은 별도 item identity일 수 있으므로 canonical Item_ID로 자동 승격 금지.
wu0000098,밀레스엘레맨틀,armor,IT_PRI_ARM_3B,엘레맨틀,STRIP_TOWN_PREFIX,VISUAL_VARIANT_FAMILY_CANDIDATE,NOT_EXACT_ITEM_IDENTITY,HIGH_FAMILY / NOT_IDENTITY,정규화 결과 동일 원형 이름. 도시/FX/성별 변형은 별도 item identity일 수 있으므로 canonical Item_ID로 자동 승격 금지.
wu0000110,밀레스페플로스,armor,IT_ROG_ARM_4B,페플로스,STRIP_TOWN_PREFIX,VISUAL_VARIANT_FAMILY_CANDIDATE,NOT_EXACT_ITEM_IDENTITY,HIGH_FAMILY / NOT_IDENTITY,정규화 결과 동일 원형 이름. 도시/FX/성별 변형은 별도 item identity일 수 있으므로 canonical Item_ID로 자동 승격 금지.
wu0000111,수오미클리머스,armor,IT_WIZ_ARM_4B,클리머스,STRIP_TOWN_PREFIX,VISUAL_VARIANT_FAMILY_CANDIDATE,NOT_EXACT_ITEM_IDENTITY,HIGH_FAMILY / NOT_IDENTITY,정규화 결과 동일 원형 이름. 도시/FX/성별 변형은 별도 item identity일 수 있으므로 canonical Item_ID로 자동 승격 금지.
wu0000112,뤼케시온클리머스,armor,IT_WIZ_ARM_4B,클리머스,STRIP_TOWN_PREFIX,VISUAL_VARIANT_FAMILY_CANDIDATE,NOT_EXACT_ITEM_IDENTITY,HIGH_FAMILY / NOT_IDENTITY,정규화 결과 동일 원형 이름. 도시/FX/성별 변형은 별도 item identity일 수 있으므로 canonical Item_ID로 자동 승격 금지.
