Item_ID,아이템명,대분류,세부분류,직업,써클,요구Lv,슬롯,공격속성,방어속성,효과/역할,획득처,NPC판매,유저거래,Source_ID,신뢰도,비고,,,,,,,,,
IT_MON_ARM_2A,단도복,장비,갑옷,무도가,2,11,갑옷,,,2써클 의상,상점/보상,가능,가능,SRC_MONK_REWARD,SOURCE,,,,,,,,,,
IT_MON_ARM_2B,연무도복,장비,갑옷,무도가,2,11,갑옷,,,2써클 의상,상점/보상,가능,가능,SRC_MONK_REWARD,SOURCE,,,,,,,,,,
IT_MON_ARM_3A,천지도복,장비,갑옷,무도가,3,41,갑옷,,,3써클 의상,상점/보상,가능,가능,SRC_MONK_REWARD,SOURCE,,,,,,,,,,
IT_MON_ARM_3B,풍월도복,장비,갑옷,무도가,3,41,갑옷,,,3써클 의상,상점/보상,가능,가능,SRC_MONK_REWARD,SOURCE,,,,,,,,,,
IT_MON_ARM_4A,선풍도복,장비,갑옷,무도가,4,71,갑옷,,,4써클 의상,상점/보상,가능,가능,SRC_MONK_REWARD,SOURCE,,,,,,,,,,
IT_MON_ARM_4B,풍전도복,장비,갑옷,무도가,4,71,갑옷,,,4써클 의상,상점/보상,가능,가능,SRC_MONK_REWARD,SOURCE,,,,,,,,,,
IT_MON_BRACELET_LEATHER,가죽팔찌,장비,장갑,무도가,2,11,장갑,,,무도가 장갑 슬롯 대응 팔찌,보상/상점,가능,가능,SRC_MONK_REWARD,SOURCE,,,,,,,,,,
IT_MON_BRACELET_SILVER,은팔찌,장비,장갑,무도가,4,71,장갑,,,무도가 4써클 팔찌,보상/상점,가능,가능,SRC_MONK_REWARD,SOURCE,,,,,,,,,,
IT_ADV_WAR_ARM,마스터아머,장비,갑옷,전사,승급,99,갑옷,,,승급 지급 / 무게 15,승급 보상,가능,가능,SRC_ADVANCE,SOURCE,,,,,,,,,,
IT_ADV_WAR_WPN,아스카론,장비,무기,전사,승급,99,무기,,,승급 지급 / 무게 10,승급 보상,가능,가능,SRC_ADVANCE,SOURCE,,,,,,,,,,
IT_ADV_ROG_ARM_M,스카우트아머,장비,갑옷,도적,승급,99,갑옷,,,승급 지급 / 무게 12,승급 보상,가능,가능,SRC_ADVANCE,SOURCE,,,,,,,,,,
IT_ADV_ROG_ARM_F,레인저아머,장비,갑옷,도적,승급,99,갑옷,,,승급 지급 / 무게 12,승급 보상,가능,가능,SRC_ADVANCE,SOURCE,,,,,,,,,,
IT_ADV_ROG_WPN,아조스,장비,무기,도적,승급,99,무기,,,승급 지급 / 무게 10,승급 보상,가능,가능,SRC_ADVANCE,SOURCE,,,,,,,,,,
IT_ADV_WIZ_ARM_M,다크후드,장비,갑옷,마법사,승급,99,갑옷,,,승급 지급 / 무게 10,승급 보상,가능,가능,SRC_ADVANCE,SOURCE,,,,,,,,,,
IT_ADV_WIZ_ARM_F,다크로브,장비,갑옷,마법사,승급,99,갑옷,,,승급 지급 / 무게 10,승급 보상,가능,가능,SRC_ADVANCE,SOURCE,,,,,,,,,,
IT_ADV_WIZ_WPN,로오의은총,장비,무기,마법사,승급,99,무기,,,승급 지급 / 무게 5,승급 보상,가능,가능,SRC_ADVANCE,SOURCE,,,,,,,,,,
IT_ADV_PRI_ARM_M,세인트후드,장비,갑옷,성직자,승급,99,갑옷,,,승급 지급 / 무게 10,승급 보상,가능,가능,SRC_ADVANCE,SOURCE,,,,,,,,,,
IT_ADV_PRI_ARM_F,세인트로브,장비,갑옷,성직자,승급,99,갑옷,,,승급 지급 / 무게 10,승급 보상,가능,가능,SRC_ADVANCE,SOURCE,,,,,,,,,,
IT_ADV_PRI_WPN,이아의은총,장비,무기,성직자,승급,99,무기,,,승급 지급 / 무게 5,승급 보상,가능,가능,SRC_ADVANCE,SOURCE,,,,,,,,,,
IT_ADV_MON_ARM_M,무상도복,장비,갑옷,무도가,승급,99,갑옷,,,승급 지급 / 무게 13,승급 보상,가능,가능,SRC_ADVANCE,SOURCE,,,,,,,,,,
IT_ADV_MON_ARM_F,월영도복,장비,갑옷,무도가,승급,99,갑옷,,,승급 지급 / 무게 13,승급 보상,가능,가능,SRC_ADVANCE,SOURCE,,,,,,,,,,
IT_ADV_MON_WPN,하이브레이질배틀핸드,장비,무기,무도가,승급,99,무기,,,승급 지급 / 무게 10,승급 보상,가능,가능,SRC_ADVANCE,SOURCE,,,,,,,,,,
IT_CON_HP500,HP포션(500),소비,회복,공통,1,1,소비,,,HP 500 회복,상점/보상/드롭,가능,가능,SRC_WARRIOR_REWARD,SOURCE,,,,,,,,,,
IT_CON_HP1500,HP포션(1500),소비,회복,공통,2,11,소비,,,HP 1500 회복,상점/보상/드롭,가능,가능,SRC_WARRIOR_REWARD,SOURCE,,,,,,,,,,
IT_CON_HP2500,HP포션(2500),소비,회복,공통,3,41,소비,,,HP 2500 회복,상점/보상/드롭,가능,가능,SRC_WARRIOR_REWARD,SOURCE,,,,,,,,,,
IT_CON_HP4000,HP포션(4000),소비,회복,공통,4,71,소비,,,HP 4000 회복,상점/보상/드롭,가능,가능,SRC_WARRIOR_REWARD,SOURCE,,,,,,,,,,
IT_CON_MP500,MP포션(500),소비,회복,마법사/성직자/무도가,1,1,소비,,,MP 500 회복,상점/보상/드롭,가능,가능,SRC_WIZARD_REWARD,SOURCE,,,,,,,,,,
IT_CON_MP1500,MP포션(1500),소비,회복,마법사/성직자/무도가,2,11,소비,,,MP 1500 회복,상점/보상/드롭,가능,가능,SRC_WIZARD_REWARD,SOURCE,,,,,,,,,,
IT_CON_MP2500,MP포션(2500),소비,회복,마법사/성직자/무도가,3,41,소비,,,MP 2500 회복,상점/보상/드롭,가능,가능,SRC_WIZARD_REWARD,SOURCE,,,,,,,,,,
IT_CON_MP4000,MP포션(4000),소비,회복,마법사/성직자/무도가,4,71,소비,,,MP 4000 회복,상점/보상/드롭,가능,가능,SRC_WIZARD_REWARD,SOURCE,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
IT_CON_STATRESET,특성치초기화권,소비,성장,공통,3+,41,소비,,,STR/INT/WIS/CON/DEX 재분배용,보상/거래,가능,가능,SRC_WARRIOR_REWARD,SOURCE,,,,,,,,,,
IT_CON_BARD_SCROLL,바르도 스크롤,소비,스크롤,공통,3~4,41,소비,,,지하수로 전용 상태이상 스크롤,지하수로 NPC,가능,가능,SRC_SEWER,SOURCE,,,,,,,,,,
IT_CON_DEPRECO_SCROLL,데프레코 스크롤,소비,스크롤,공통,3~4,41,소비,,,지하수로 전용 스크롤,지하수로 NPC,가능,가능,SRC_SEWER,SOURCE,,,,,,,,,,
IT_CON_GREEN_POTION,초록물약,소비,특수물약,공통,3~4,41,소비,,,지하수로 전용 물약,지하수로 NPC,가능,가능,SRC_SEWER,SOURCE,,,,,,,,,,
IT_CON_YELLOW_POTION,노란물약,소비,특수물약,공통,3~4,41,소비,,,지하수로 전용 물약,지하수로 NPC,가능,가능,SRC_SEWER,SOURCE,,,,,,,,,,
IT_CON_DEATHRECALL,죽음의마을리콜,소비,이동,공통,승급,99,소비,,,죽음의마을 이동,이동석 5개 제작/유저거래,가능,가능,SRC_ADVANCE_OLD,SOURCE,,,,,,,,,,
IT_Q_SOUL_WATER_1,바다에잠긴셔스의혼(+1),퀘스트,성장재료,공통,1,9,퀘스트,,,성장/퀘스트 진행 핵심 재료,퀘스트/보상,제한,가능,SRC_WARRIOR_REWARD,SOURCE,,,,,,,,,,
IT_Q_SOUL_EARTH_1,대지에묻힌셔스의혼(+1),퀘스트,성장재료,공통,1,9,퀘스트,,,성장/퀘스트 진행 핵심 재료,퀘스트/보상,제한,가능,SRC_WARRIOR_REWARD,SOURCE,,,,,,,,,,
IT_Q_SOUL_WIND_1,바람에실린셔스의혼(+1),퀘스트,성장재료,공통,1,9,퀘스트,,,성장/퀘스트 진행 핵심 재료,퀘스트/보상,제한,가능,SRC_WARRIOR_REWARD,SOURCE,,,,,,,,,,
IT_Q_SOUL_FIRE_1,화염에녹인셔스의혼(+1),퀘스트,성장재료,공통,1,9,퀘스트,,,성장/퀘스트 진행 핵심 재료,퀘스트/보상,제한,가능,SRC_WARRIOR_REWARD,SOURCE,,,,,,,,,,
IT_Q_SOUL_WATER_2,바다에잠긴셔스의혼(+2),퀘스트,성장재료,공통,2,24,퀘스트,,,성장/퀘스트 진행 핵심 재료,퀘스트/보상,제한,가능,SRC_WARRIOR_REWARD,SOURCE,,,,,,,,,,
IT_Q_SOUL_EARTH_2,대지에묻힌셔스의혼(+2),퀘스트,성장재료,공통,2,24,퀘스트,,,성장/퀘스트 진행 핵심 재료,퀘스트/보상,제한,가능,SRC_WARRIOR_REWARD,SOURCE,,,,,,,,,,
IT_Q_SOUL_WIND_2,바람에실린셔스의혼(+2),퀘스트,성장재료,공통,2,24,퀘스트,,,성장/퀘스트 진행 핵심 재료,퀘스트/보상,제한,가능,SRC_WARRIOR_REWARD,SOURCE,,,,,,,,,,
IT_Q_SOUL_FIRE_2,화염에녹인셔스의혼(+2),퀘스트,성장재료,공통,2,24,퀘스트,,,성장/퀘스트 진행 핵심 재료,퀘스트/보상,제한,가능,SRC_WARRIOR_REWARD,SOURCE,,,,,,,,,,
IT_Q_SOUL_WATER_3,바다에잠긴셔스의혼(+3),퀘스트,성장재료,공통,3,45,퀘스트,,,성장/퀘스트 진행 핵심 재료,퀘스트/보상,제한,가능,SRC_WARRIOR_REWARD,SOURCE,,,,,,,,,,
IT_Q_SOUL_EARTH_3,대지에묻힌셔스의혼(+3),퀘스트,성장재료,공통,3,45,퀘스트,,,성장/퀘스트 진행 핵심 재료,퀘스트/보상,제한,가능,SRC_WARRIOR_REWARD,SOURCE,,,,,,,,,,
IT_Q_SOUL_WIND_3,바람에실린셔스의혼(+3),퀘스트,성장재료,공통,3,45,퀘스트,,,성장/퀘스트 진행 핵심 재료,퀘스트/보상,제한,가능,SRC_WARRIOR_REWARD,SOURCE,,,,,,,,,,
IT_Q_SOUL_FIRE_3,화염에녹인셔스의혼(+3),퀘스트,성장재료,공통,3,45,퀘스트,,,성장/퀘스트 진행 핵심 재료,퀘스트/보상,제한,가능,SRC_WARRIOR_REWARD,SOURCE,,,,,,,,,,
IT_Q_SOUL_WATER_4,바다에잠긴셔스의혼(+4),퀘스트,성장재료,공통,4,81,퀘스트,,,성장/퀘스트 진행 핵심 재료,퀘스트/보상,제한,가능,SRC_WARRIOR_REWARD,SOURCE,,,,,,,,,,
IT_Q_SOUL_EARTH_4,대지에묻힌셔스의혼(+4),퀘스트,성장재료,공통,4,81,퀘스트,,,성장/퀘스트 진행 핵심 재료,퀘스트/보상,제한,가능,SRC_WARRIOR_REWARD,SOURCE,,,,,,,,,,
IT_Q_SOUL_WIND_4,바람에실린셔스의혼(+4),퀘스트,성장재료,공통,4,81,퀘스트,,,성장/퀘스트 진행 핵심 재료,퀘스트/보상,제한,가능,SRC_WARRIOR_REWARD,SOURCE,,,,,,,,,,
IT_Q_SOUL_FIRE_4,화염에녹인셔스의혼(+4),퀘스트,성장재료,공통,4,81,퀘스트,,,성장/퀘스트 진행 핵심 재료,퀘스트/보상,제한,가능,SRC_WARRIOR_REWARD,SOURCE,,,,,,,,,,
IT_Q_MOVE_STONE,이동석,퀘스트,승급재료,공통,승급,99,퀘스트,,,죽음의마을리콜 제작,승급길 몬스터 드롭,제한,가능,SRC_ADVANCE_OLD,SOURCE,,,,,,,,,,
IT_Q_DOOR_KEY,문열쇠,퀘스트,승급재료,공통,승급,99,퀘스트,,,승급 던전 문 진행,승급길 몬스터 드롭,제한,가능,SRC_ADVANCE,SOURCE,,,,,,,,,,
IT_Q_BROKEN_JACKAL,부러진자칼의칼,퀘스트,승급재료,전사,승급,99,퀘스트,,,전사 승급 제물 제작재료,본드라곤 드롭,제한,가능,SRC_ADVANCE,SOURCE,,,,,,,,,,
IT_Q_BROKEN_BLADE,부러진칼조각,퀘스트,승급재료,전사,승급,99,퀘스트,,,전사 승급 제물 제작재료,본드라곤 드롭,제한,가능,SRC_ADVANCE,SOURCE,,,,,,,,,,
IT_Q_GOLD_MASTERKEY,황금만능열쇠,퀘스트,승급재료,도적,승급,99,퀘스트,,,도적 승급 제물 제작재료,본드라곤 드롭,제한,가능,SRC_ADVANCE,SOURCE,,,,,,,,,,
IT_Q_SMITH_HAMMER,대장장이의망치,퀘스트,승급재료,도적,승급,99,퀘스트,,,도적 승급 제물 제작재료,본드라곤 드롭,제한,가능,SRC_ADVANCE,SOURCE,,,,,,,,,,
IT_Q_MAGICBOOK,마법서,퀘스트,승급재료,마법사,승급,99,퀘스트,,,마법사 승급 제물 제작재료,본드라곤 드롭,제한,가능,SRC_ADVANCE,SOURCE,,,,,,,,,,
IT_Q_ROO_INK,로오의잉크병,퀘스트,승급재료,마법사,승급,99,퀘스트,,,마법사 승급 제물 제작재료,본드라곤 드롭,제한,가능,SRC_ADVANCE,SOURCE,,,,,,,,,,
IT_Q_SPELLBOOK,주술서,퀘스트,승급재료,성직자,승급,99,퀘스트,,,성직자 승급 제물 제작재료,본드라곤 드롭,제한,가능,SRC_ADVANCE,SOURCE,,,,,,,,,,
IT_Q_IA_INK,이아의잉크병,퀘스트,승급재료,성직자,승급,99,퀘스트,,,성직자 승급 제물 제작재료,본드라곤 드롭,제한,가능,SRC_ADVANCE,SOURCE,,,,,,,,,,
IT_Q_GOLDSAND,황금모래,퀘스트,승급재료,무도가,승급,99,퀘스트,,,무도가 승급 제물 제작재료,본드라곤 드롭,제한,가능,SRC_ADVANCE,SOURCE,,,,,,,,,,
IT_Q_IRONJAR,쇠단지,퀘스트,승급재료,무도가,승급,99,퀘스트,,,무도가 승급 제물 제작재료,본드라곤 드롭,제한,가능,SRC_ADVANCE,SOURCE,,,,,,,,,,
IT_Q_JACKAL_SWORD,자칼의칼,퀘스트,승급제물,전사,승급,99,퀘스트,,,전사 승급 최종 제물,NPC 합성,제한,불가,SRC_ADVANCE,SOURCE,,,,,,,,,,
IT_Q_FLUTE,플룻,퀘스트,승급제물,도적,승급,99,퀘스트,,,도적 승급 최종 제물,NPC 합성,제한,불가,SRC_ADVANCE,SOURCE,,,,,,,,,,
IT_Q_PATH_WIZARD,마법사의길,퀘스트,승급제물,마법사,승급,99,퀘스트,,,마법사 승급 최종 제물,NPC 합성,제한,불가,SRC_ADVANCE,SOURCE,,,,,,,,,,
IT_Q_PATH_PRIEST,성직자의길,퀘스트,승급제물,성직자,승급,99,퀘스트,,,성직자 승급 최종 제물,NPC 합성,제한,불가,SRC_ADVANCE,SOURCE,,,,,,,,,,
IT_Q_HOURGLASS,모래시계,퀘스트,승급제물,무도가,승급,99,퀘스트,,,무도가 승급 최종 제물,NPC 합성,제한,불가,SRC_ADVANCE,SOURCE,,,,,,,,,,
IT_MAT_BLUE_OPION_WHISKER,블루오피온의수염,재료,제작,공통,5/승급,99,재료,,,생명의목걸이 재료,오피온굴,가능,가능,SRC_ELEMENT_CRAFT,SOURCE,,,,,,,,,,
IT_MAT_HOLY_PANFLUTE,홀리팬플룻,재료,제작,공통,5/승급,99,재료,,,생명의목걸이 재료,오피온굴,가능,가능,SRC_ELEMENT_CRAFT,SOURCE,,,,,,,,,,
IT_MAT_LIFE_REAGENT,생명의시약,재료,제작,공통,5/승급,99,재료,,,생명의벨트 재료,오피온굴,가능,가능,SRC_ELEMENT_CRAFT,SOURCE,,,,,,,,,,
IT_MAT_DRAGON_NEWT_HORN,드래곤뉴트의뿔,재료,제작,공통,5/승급,99,재료,,,생명/암흑 벨트 재료,오피온굴,가능,가능,SRC_ELEMENT_CRAFT,SOURCE,,,,,,,,,,
IT_MAT_RED_OPION_WHISKER,레드오피온의수염,재료,제작,공통,5/승급,99,재료,,,암흑의목걸이 재료,오피온굴,가능,가능,SRC_ELEMENT_CRAFT,SOURCE,,,,,,,,,,
IT_MAT_YEOUIJU,여의주,재료,제작,공통,5/승급,99,재료,,,암흑의목걸이 재료,오피온굴,가능,가능,SRC_ELEMENT_CRAFT,SOURCE,,,,,,,,,,
IT_MAT_DARK_REAGENT,암흑의시약,재료,제작,공통,5/승급,99,재료,,,암흑의벨트 재료,오피온굴,가능,가능,SRC_ELEMENT_CRAFT,SOURCE,,,,,,,,,,
