id,name,name_status,type,gender,job_id,job_name,sprite_count,states,thumb_x,thumb_y,thumb_w,thumb_h,webp,stats_status,stats_source,stats_version,canonical_item_id,canonical_name,category,subcategory,canonical_job,circle,required_level,slot,attack_element,defense_element,effect_role,acquisition,source_id,confidence,merge_status,verified_status,verified_source_date,verified_source_url,verified_notes,verified_level_req,verified_AC,verified_STR,verified_INT,verified_WIS,verified_CON,verified_DEX,verified_HIT,verified_DAM,verified_magic_def_pct,verified_ability_req,verified_HP,verified_MP,verified_magic_def,verified_enhance_0_1,verified_enhance_1_2,verified_enhance_2_3,verified_enhance_3_4,verified_enhance_4_5,source_resolved_name,name_evidence_class,name_evidence_source,candidate_name,candidate_method,candidate_confidence,candidate_peer_ids,appearance_id,external_appearance_guide,external_visual_label,full_audit_status
mu1000106,[의상]루어스홀리데이코트,HAR_VERIFIED,armor,M,,,24,01|02|03,642,169,33,42,master/assets/items/armor/mu1000106_[의상]루어스홀리데이코트.webp,UNVERIFIED,,,,,,,,,,,,,,,,,NO_CANONICAL_NAME_MATCH,,,,,,,,,,,,,,,,,,,,,,,,[의상]루어스홀리데이코트,SOURCE_NAME_HAR,lod-dressup data/names.json or /api/names,,,,,1000106.0,https://daoverlord.com/guides/armor-appearance-ids,,SOURCE_NAMED
mu1000107,[의상]수오미홀리데이코트,HAR_VERIFIED,armor,M,,,24,01|02|03,676,169,33,42,master/assets/items/armor/mu1000107_[의상]수오미홀리데이코트.webp,UNVERIFIED,,,,,,,,,,,,,,,,,NO_CANONICAL_NAME_MATCH,,,,,,,,,,,,,,,,,,,,,,,,[의상]수오미홀리데이코트,SOURCE_NAME_HAR,lod-dressup data/names.json or /api/names,,,,,1000107.0,https://daoverlord.com/guides/armor-appearance-ids,,SOURCE_NAMED
mu1000108,[의상]뤼케시온홀리데이코트,HAR_VERIFIED,armor,M,,,24,01|02|03,885,213,33,41,master/assets/items/armor/mu1000108_[의상]뤼케시온홀리데이코트.webp,UNVERIFIED,,,,,,,,,,,,,,,,,NO_CANONICAL_NAME_MATCH,,,,,,,,,,,,,,,,,,,,,,,,[의상]뤼케시온홀리데이코트,SOURCE_NAME_HAR,lod-dressup data/names.json or /api/names,,,,,1000108.0,https://daoverlord.com/guides/armor-appearance-ids,,SOURCE_NAMED
mu1000109,[의상]운디네홀리데이코트,HAR_VERIFIED,armor,M,,,24,01|02|03,919,213,33,41,master/assets/items/armor/mu1000109_[의상]운디네홀리데이코트.webp,UNVERIFIED,,,,,,,,,,,,,,,,,NO_CANONICAL_NAME_MATCH,,,,,,,,,,,,,,,,,,,,,,,,[의상]운디네홀리데이코트,SOURCE_NAME_HAR,lod-dressup data/names.json or /api/names,,,,,1000109.0,https://daoverlord.com/guides/armor-appearance-ids,,SOURCE_NAMED
mu1000110,[의상]오렌홀리데이코트,HAR_VERIFIED,armor,M,,,24,01|02|03,953,213,33,41,master/assets/items/armor/mu1000110_[의상]오렌홀리데이코트.webp,UNVERIFIED,,,,,,,,,,,,,,,,,NO_CANONICAL_NAME_MATCH,,,,,,,,,,,,,,,,,,,,,,,,[의상]오렌홀리데이코트,SOURCE_NAME_HAR,lod-dressup data/names.json or /api/names,,,,,1000110.0,https://daoverlord.com/guides/armor-appearance-ids,,SOURCE_NAMED
mu1000111,[의상]러브핑크홀리데이코트,HAR_VERIFIED,armor,M,,,24,01|02|03,987,213,33,41,master/assets/items/armor/mu1000111_[의상]러브핑크홀리데이코트.webp,UNVERIFIED,,,,,,,,,,,,,,,,,NO_CANONICAL_NAME_MATCH,,,,,,,,,,,,,,,,,,,,,,,,[의상]러브핑크홀리데이코트,SOURCE_NAME_HAR,lod-dressup data/names.json or /api/names,,,,,1000111.0,https://daoverlord.com/guides/armor-appearance-ids,,SOURCE_NAMED
mu1000112,,UNRESOLVED,armor,M,,,134,01|02|03|b|c|d|e|f,317,0,42,56,master/assets/items/armor/mu1000112_UNNAMED.webp,UNVERIFIED,,,,,,,,,,,,,,,,,NO_CANONICAL_NAME_MATCH,,,,,,,,,,,,,,,,,,,,,,,,,UNRESOLVED,,,,,,1000112.0,https://daoverlord.com/guides/armor-appearance-ids,,NUMERIC_APPEARANCE_AUDITED_NAME_UNRESOLVED
mu1000114,뮤레칸의상FX,HAR_VERIFIED,armor,M,,,134,01|02|03|b|c|d|e|f,425,462,27,39,master/assets/items/armor/mu1000114_뮤레칸의상FX.webp,UNVERIFIED,,,,,,,,,,,,,,,,,NO_CANONICAL_NAME_MATCH,,,,,,,,,,,,,,,,,,,,,,,,뮤레칸의상FX,SOURCE_NAME_HAR,lod-dressup data/names.json or /api/names,,,,,1000114.0,https://daoverlord.com/guides/armor-appearance-ids,,SOURCE_NAMED
mu1000115,라펠턱시도FX,HAR_VERIFIED,armor,M,,,134,01|02|03|b|c|d|e|f,730,340,21,40,master/assets/items/armor/mu1000115_라펠턱시도FX.webp,UNVERIFIED,,,,,,,,,,,,,,,,,NO_CANONICAL_NAME_MATCH,,,,,,,,,,,,,,,,,,,,,,,,라펠턱시도FX,SOURCE_NAME_HAR,lod-dressup data/names.json or /api/names,,,,,1000115.0,https://daoverlord.com/guides/armor-appearance-ids,,SOURCE_NAMED
mu1000118,백곰의상FX,HAR_VERIFIED,armor,M,,,134,01|02|03|b|c|d|e|f,0,256,32,41,master/assets/items/armor/mu1000118_백곰의상FX.webp,UNVERIFIED,,,,,,,,,,,,,,,,,NO_CANONICAL_NAME_MATCH,,,,,,,,,,,,,,,,,,,,,,,,백곰의상FX,SOURCE_NAME_HAR,lod-dressup data/names.json or /api/names,,,,,1000118.0,https://daoverlord.com/guides/armor-appearance-ids,,SOURCE_NAMED
mu1000119,,UNRESOLVED,armor,M,,,134,01|02|03|b|c|d|e|f,33,256,23,41,master/assets/items/armor/mu1000119_UNNAMED.webp,UNVERIFIED,,,,,,,,,,,,,,,,,NO_CANONICAL_NAME_MATCH,,,,,,,,,,,,,,,,,,,,,,,,,UNRESOLVED,,,,,,1000119.0,https://daoverlord.com/guides/armor-appearance-ids,,NUMERIC_APPEARANCE_AUDITED_NAME_UNRESOLVED
mu1000120,검은토끼의상FX,HAR_VERIFIED,armor,M,,,134,01|02|03|b|c|d|e|f,752,340,24,40,master/assets/items/armor/mu1000120_검은토끼의상FX.webp,UNVERIFIED,,,,,,,,,,,,,,,,,NO_CANONICAL_NAME_MATCH,,,,,,,,,,,,,,,,,,,,,,,,검은토끼의상FX,SOURCE_NAME_HAR,lod-dressup data/names.json or /api/names,,,,,1000120.0,https://daoverlord.com/guides/armor-appearance-ids,,SOURCE_NAMED
mu1000121,펌킨슈트(남),HAR_VERIFIED,armor,M,,,134,01|02|03|b|c|d|e|f,874,77,25,44,master/assets/items/armor/mu1000121_펌킨슈트(남).webp,UNVERIFIED,,,,,,,,,,,,,,,,,NO_CANONICAL_NAME_MATCH,,,,,,,,,,,,,,,,,,,,,,,,펌킨슈트(남),SOURCE_NAME_HAR,lod-dressup data/names.json or /api/names,,,,,1000121.0,https://daoverlord.com/guides/armor-appearance-ids,,SOURCE_NAMED
mu1000122,청룡한복의상(남)FX,HAR_VERIFIED,armor,M,,,134,01|02|03|b|c|d|e|f,596,124,34,43,master/assets/items/armor/mu1000122_청룡한복의상(남)FX.webp,UNVERIFIED,,,,,,,,,,,,,,,,,NO_CANONICAL_NAME_MATCH,,,,,,,,,,,,,,,,,,,,,,,,청룡한복의상(남)FX,SOURCE_NAME_HAR,lod-dressup data/names.json or /api/names,,,,,1000122.0,https://daoverlord.com/guides/armor-appearance-ids,,SOURCE_NAMED
mu1000124,봄나들이의상(남)FX,HAR_VERIFIED,armor,M,,,134,01|02|03|b|c|d|e|f,631,124,26,43,master/assets/items/armor/mu1000124_봄나들이의상(남)FX.webp,UNVERIFIED,,,,,,,,,,,,,,,,,NO_CANONICAL_NAME_MATCH,,,,,,,,,,,,,,,,,,,,,,,,봄나들이의상(남)FX,SOURCE_NAME_HAR,lod-dressup data/names.json or /api/names,,,,,1000124.0,https://daoverlord.com/guides/armor-appearance-ids,,SOURCE_NAMED
mu1000125,마신강림의상(남)FX,HAR_VERIFIED,armor,M,,,134,01|02|03|b|c|d|e|f,900,77,35,44,master/assets/items/armor/mu1000125_마신강림의상(남)FX.webp,UNVERIFIED,,,,,,,,,,,,,,,,,NO_CANONICAL_NAME_MATCH,,,,,,,,,,,,,,,,,,,,,,,,마신강림의상(남)FX,SOURCE_NAME_HAR,lod-dressup data/names.json or /api/names,,,,,1000125.0,https://daoverlord.com/guides/armor-appearance-ids,,SOURCE_NAMED
mu1000126,화랑전복,HAR_VERIFIED,armor,M,,,134,01|02|03|b|c|d|e|f,57,256,26,41,master/assets/items/armor/mu1000126_화랑전복.webp,UNVERIFIED,,,,,,,,,,,,,,,,,NO_CANONICAL_NAME_MATCH,,,,,,,,,,,,,,,,,,,,,,,,화랑전복,SOURCE_NAME_HAR,lod-dressup data/names.json or /api/names,,,,,1000126.0,https://daoverlord.com/guides/armor-appearance-ids,,SOURCE_NAMED
mu1000127,화랑전복,HAR_VERIFIED,armor,M,,,134,01|02|03|b|c|d|e|f,84,256,26,41,master/assets/items/armor/mu1000127_화랑전복.webp,UNVERIFIED,,,,,,,,,,,,,,,,,NO_CANONICAL_NAME_MATCH,,,,,,,,,,,,,,,,,,,,,,,,화랑전복,SOURCE_NAME_HAR,lod-dressup data/names.json or /api/names,,,,,1000127.0,https://daoverlord.com/guides/armor-appearance-ids,,SOURCE_NAMED
mu1000128,화랑전복,HAR_VERIFIED,armor,M,,,134,01|02|03|b|c|d|e|f,111,256,26,41,master/assets/items/armor/mu1000128_화랑전복.webp,UNVERIFIED,,,,,,,,,,,,,,,,,NO_CANONICAL_NAME_MATCH,,,,,,,,,,,,,,,,,,,,,,,,화랑전복,SOURCE_NAME_HAR,lod-dressup data/names.json or /api/names,,,,,1000128.0,https://daoverlord.com/guides/armor-appearance-ids,,SOURCE_NAMED
mu1000129,화랑전복,HAR_VERIFIED,armor,M,,,134,01|02|03|b|c|d|e|f,138,256,26,41,master/assets/items/armor/mu1000129_화랑전복.webp,UNVERIFIED,,,,,,,,,,,,,,,,,NO_CANONICAL_NAME_MATCH,,,,,,,,,,,,,,,,,,,,,,,,화랑전복,SOURCE_NAME_HAR,lod-dressup data/names.json or /api/names,,,,,1000129.0,https://daoverlord.com/guides/armor-appearance-ids,,SOURCE_NAMED
mu1000130,화랑전복,HAR_VERIFIED,armor,M,,,134,01|02|03|b|c|d|e|f,165,256,26,41,master/assets/items/armor/mu1000130_화랑전복.webp,UNVERIFIED,,,,,,,,,,,,,,,,,NO_CANONICAL_NAME_MATCH,,,,,,,,,,,,,,,,,,,,,,,,화랑전복,SOURCE_NAME_HAR,lod-dressup data/names.json or /api/names,,,,,1000130.0,https://daoverlord.com/guides/armor-appearance-ids,,SOURCE_NAMED
mu1000131,화랑전복,HAR_VERIFIED,armor,M,,,134,01|02|03|b|c|d|e|f,192,256,26,41,master/assets/items/armor/mu1000131_화랑전복.webp,UNVERIFIED,,,,,,,,,,,,,,,,,NO_CANONICAL_NAME_MATCH,,,,,,,,,,,,,,,,,,,,,,,,화랑전복,SOURCE_NAME_HAR,lod-dressup data/names.json or /api/names,,,,,1000131.0,https://daoverlord.com/guides/armor-appearance-ids,,SOURCE_NAMED
mu1000132,화랑전복,HAR_VERIFIED,armor,M,,,134,01|02|03|b|c|d|e|f,219,256,26,41,master/assets/items/armor/mu1000132_화랑전복.webp,UNVERIFIED,,,,,,,,,,,,,,,,,NO_CANONICAL_NAME_MATCH,,,,,,,,,,,,,,,,,,,,,,,,화랑전복,SOURCE_NAME_HAR,lod-dressup data/names.json or /api/names,,,,,1000132.0,https://daoverlord.com/guides/armor-appearance-ids,,SOURCE_NAMED
mu1000133,스노우털옷(남)FX,HAR_VERIFIED,armor,M,,,134,01|02|03|b|c|d|e|f,519,77,26,45,master/assets/items/armor/mu1000133_스노우털옷(남)FX.webp,UNVERIFIED,,,,,,,,,,,,,,,,,NO_CANONICAL_NAME_MATCH,,,,,,,,,,,,,,,,,,,,,,,,스노우털옷(남)FX,SOURCE_NAME_HAR,lod-dressup data/names.json or /api/names,,,,,1000133.0,https://daoverlord.com/guides/armor-appearance-ids,,SOURCE_NAMED
mu1000134,청사의상(남)FX,HAR_VERIFIED,armor,M,,,134,01|02|03|b|c|d|e|f,936,77,41,44,master/assets/items/armor/mu1000134_청사의상(남)FX.webp,UNVERIFIED,,,,,,,,,,,,,,,,,NO_CANONICAL_NAME_MATCH,,,,,,,,,,,,,,,,,,,,,,,,청사의상(남)FX,SOURCE_NAME_HAR,lod-dressup data/names.json or /api/names,,,,,1000134.0,https://daoverlord.com/guides/armor-appearance-ids,,SOURCE_NAMED
mu1000135,헤븐즈게이트로브(남)FX,HAR_VERIFIED,armor,M,,,134,01|02|03|b|c|d|e|f,546,77,37,45,master/assets/items/armor/mu1000135_헤븐즈게이트로브(남)FX.webp,UNVERIFIED,,,,,,,,,,,,,,,,,NO_CANONICAL_NAME_MATCH,,,,,,,,,,,,,,,,,,,,,,,,헤븐즈게이트로브(남)FX,SOURCE_NAME_HAR,lod-dressup data/names.json or /api/names,,,,,1000135.0,https://daoverlord.com/guides/armor-appearance-ids,,SOURCE_NAMED
mu1000136,플라즈마슈트(남)FX,HAR_VERIFIED,armor,M,,,134,01|02|03|b|c|d|e|f,403,0,37,52,master/assets/items/armor/mu1000136_플라즈마슈트(남)FX.webp,UNVERIFIED,,,,,,,,,,,,,,,,,NO_CANONICAL_NAME_MATCH,,,,,,,,,,,,,,,,,,,,,,,,플라즈마슈트(남)FX,SOURCE_NAME_HAR,lod-dressup data/names.json or /api/names,,,,,1000136.0,https://daoverlord.com/guides/armor-appearance-ids,,SOURCE_NAMED
mu1000137,넥슨유튜브뮤레칸의상(남)FX,HAR_VERIFIED,armor,M,,,134,01|02|03|b|c|d|e|f,658,124,27,43,master/assets/items/armor/mu1000137_넥슨유튜브뮤레칸의상(남)FX.webp,UNVERIFIED,,,,,,,,,,,,,,,,,NO_CANONICAL_NAME_MATCH,,,,,,,,,,,,,,,,,,,,,,,,넥슨유튜브뮤레칸의상(남)FX,SOURCE_NAME_HAR,lod-dressup data/names.json or /api/names,,,,,1000137.0,https://daoverlord.com/guides/armor-appearance-ids,,SOURCE_NAMED
mu1000138,,UNRESOLVED,armor,M,,,134,01|02|03|b|c|d|e|f,978,77,35,44,master/assets/items/armor/mu1000138_UNNAMED.webp,UNVERIFIED,,,,,,,,,,,,,,,,,NO_CANONICAL_NAME_MATCH,,,,,,,,,,,,,,,,,,,,,,,,,UNRESOLVED,,,,,,1000138.0,https://daoverlord.com/guides/armor-appearance-ids,,NUMERIC_APPEARANCE_AUDITED_NAME_UNRESOLVED
mu1000139,,UNRESOLVED,armor,M,,,134,01|02|03|b|c|d|e|f,0,124,40,44,master/assets/items/armor/mu1000139_UNNAMED.webp,UNVERIFIED,,,,,,,,,,,,,,,,,NO_CANONICAL_NAME_MATCH,,,,,,,,,,,,,,,,,,,,,,,,,UNRESOLVED,,,,,,1000139.0,https://daoverlord.com/guides/armor-appearance-ids,,NUMERIC_APPEARANCE_AUDITED_NAME_UNRESOLVED
mu1000140,,UNRESOLVED,armor,M,,,134,01|02|03|b|c|d|e|f,41,124,40,44,master/assets/items/armor/mu1000140_UNNAMED.webp,UNVERIFIED,,,,,,,,,,,,,,,,,NO_CANONICAL_NAME_MATCH,,,,,,,,,,,,,,,,,,,,,,,,,UNRESOLVED,,,,,,1000140.0,https://daoverlord.com/guides/armor-appearance-ids,,NUMERIC_APPEARANCE_AUDITED_NAME_UNRESOLVED
mu1000141,,UNRESOLVED,armor,M,,,134,01|02|03|b|c|d|e|f,686,124,27,43,master/assets/items/armor/mu1000141_UNNAMED.webp,UNVERIFIED,,,,,,,,,,,,,,,,,NO_CANONICAL_NAME_MATCH,,,,,,,,,,,,,,,,,,,,,,,,,UNRESOLVED,,,,,,1000141.0,https://daoverlord.com/guides/armor-appearance-ids,,NUMERIC_APPEARANCE_AUDITED_NAME_UNRESOLVED
wu0000001,블라우스,HAR_VERIFIED,armor,F,,,24,01|02|03,856,906,17,21,master/assets/items/armor/wu0000001_블라우스.webp,UNVERIFIED,,,,,,,,,,,,,,,,,NO_CANONICAL_NAME_MATCH,,,,,,,,,,,,,,,,,,,,,,,,블라우스,SOURCE_NAME_HAR,lod-dressup data/names.json or /api/names,,,,,1.0,https://daoverlord.com/guides/armor-appearance-ids,Female Blouse / Male Shirt,SOURCE_NAMED
wu0000002,튜닉,HAR_VERIFIED,armor,F,,,38,01|02|03|c,203,906,13,23,master/assets/items/armor/wu0000002_튜닉.webp,UNVERIFIED,,,IT_WAR_ARM_1F,튜닉,장비,갑옷,전사,1,2.0,갑옷,,,1써클 여성 계열,직업/보상,SRC_WARRIOR_REWARD,SOURCE,EXACT_NAME_MATCH,,,,,,,,,,,,,,,,,,,,,,,,튜닉,SOURCE_NAME_HAR,lod-dressup data/names.json or /api/names,,,,,2.0,https://daoverlord.com/guides/armor-appearance-ids,warrior 1,SOURCE_NAMED
wu0000003,연무복,HAR_VERIFIED,armor,F,1.0,전사,42,01|02|03|d,814,931,11,16,master/assets/items/armor/wu0000003_연무복.webp,UNVERIFIED,,,IT_MON_ARM_1B,연무복,장비,갑옷,무도가,1,2.0,갑옷,,,1써클 의상,직업/보상,SRC_MONK_REWARD,SOURCE,EXACT_NAME_MATCH,,,,,,,,,,,,,,,,,,,,,,,,연무복,SOURCE_NAME_HAR,lod-dressup data/names.json or /api/names,,,,,3.0,https://daoverlord.com/guides/armor-appearance-ids,monk 1,SOURCE_NAMED
wu0000004,,UNRESOLVED,armor,F,,,32,01|02|03|e,777,340,17,40,master/assets/items/armor/wu0000004_UNNAMED.webp,UNVERIFIED,,,,,,,,,,,,,,,,,NO_CANONICAL_NAME_MATCH,,,,,,,,,,,,,,,,,,,,,,,,,UNRESOLVED,,꼬뜨,STRUCTURAL_GENDER_APPEARANCE_PAIR,HIGH_INFERENCE_NOT_SOURCE_VERIFIED,mu0000004,4.0,https://daoverlord.com/guides/armor-appearance-ids,rogue 1,CANDIDATE_NAME_AVAILABLE_NOT_PROMOTED
wu0000005,로브,HAR_VERIFIED,armor,F,2.0,도적,30,01|02|03|b,945,876,16,25,master/assets/items/armor/wu0000005_로브.webp,UNVERIFIED,,,IT_PRI_ARM_1B,로브,장비,갑옷,성직자,1,2.0,갑옷,,,1써클 의상,직업/보상,SRC_PRIEST_REWARD,SOURCE,EXACT_NAME_MATCH,,,,,,,,,,,,,,,,,,,,,,,,로브,SOURCE_NAME_HAR,lod-dressup data/names.json or /api/names,,,,,5.0,https://daoverlord.com/guides/armor-appearance-ids,priest 1,SOURCE_NAMED
wu0000006,매직스커트,HAR_VERIFIED,armor,F,,,28,01|02|03|f,874,906,16,21,master/assets/items/armor/wu0000006_매직스커트.webp,UNVERIFIED,,,IT_WIZ_ARM_1B,매직스커트,장비,갑옷,마법사,1,2.0,갑옷,,,1써클 의상,직업/보상,SRC_WIZARD_REWARD,SOURCE,EXACT_NAME_MATCH,,,,,,,,,,,,,,,,,,,,,,,,매직스커트,SOURCE_NAME_HAR,lod-dressup data/names.json or /api/names,,,,,6.0,https://daoverlord.com/guides/armor-appearance-ids,wizard 1,SOURCE_NAMED
wu0000007,,UNRESOLVED,armor,F,3.0,마법사,38,01|02|03|c,113,931,15,20,master/assets/items/armor/wu0000007_UNNAMED.webp,UNVERIFIED,,,,,,,,,,,,,,,,,NO_CANONICAL_NAME_MATCH,,,,,,,,,,,,,,,,,,,,,,,,,UNRESOLVED,,레데메일,STRUCTURAL_GENDER_APPEARANCE_PAIR,HIGH_INFERENCE_NOT_SOURCE_VERIFIED,mu0000007,7.0,https://daoverlord.com/guides/armor-appearance-ids,warrior 11,CANDIDATE_NAME_AVAILABLE_NOT_PROMOTED
wu0000008,,UNRESOLVED,armor,F,,,42,01|02|03|d,556,736,15,36,master/assets/items/armor/wu0000008_UNNAMED.webp,UNVERIFIED,,,,,,,,,,,,,,,,,NO_CANONICAL_NAME_MATCH,,,,,,,,,,,,,,,,,,,,,,,,,UNRESOLVED,,풍월도복,STRUCTURAL_GENDER_APPEARANCE_PAIR,HIGH_INFERENCE_NOT_SOURCE_VERIFIED,mu0000008,8.0,https://daoverlord.com/guides/armor-appearance-ids,Female monk 11 / Male monk 41 earth garb,CANDIDATE_NAME_AVAILABLE_NOT_PROMOTED
wu0000009,브리간딘,HAR_VERIFIED,armor,F,4.0,성직자,32,01|02|03|e,572,736,15,36,master/assets/items/armor/wu0000009_브리간딘.webp,UNVERIFIED,,,IT_ROG_ARM_2B,브리간딘,장비,갑옷,도적,2,11.0,갑옷,,,2써클 의상,상점/보상,SRC_ROGUE_REWARD,SOURCE,EXACT_NAME_MATCH,,,,,,,,,,,,,,,,,,,,,,,,브리간딘,SOURCE_NAME_HAR,lod-dressup data/names.json or /api/names,,,,,9.0,https://daoverlord.com/guides/armor-appearance-ids,rogue 11,SOURCE_NAMED
wu0000010,미스틱로브,HAR_VERIFIED,armor,F,,,30,01|02|03|b,642,810,15,32,master/assets/items/armor/wu0000010_미스틱로브.webp,UNVERIFIED,,,IT_PRI_ARM_2B,미스틱로브,장비,갑옷,성직자,2,11.0,갑옷,,,2써클 의상,상점/보상,SRC_PRIEST_REWARD,SOURCE,EXACT_NAME_MATCH,,,,,,,,,,,,,,,,,,,,,,,,미스틱로브,SOURCE_NAME_HAR,lod-dressup data/names.json or /api/names,,,,,10.0,https://daoverlord.com/guides/armor-appearance-ids,priest 11,SOURCE_NAMED
wu0000011,베누스타,HAR_VERIFIED,armor,F,5.0,무도가,28,01|02|03|f,150,810,17,33,master/assets/items/armor/wu0000011_베누스타.webp,UNVERIFIED,,,IT_WIZ_ARM_2B,베누스타,장비,갑옷,마법사,2,11.0,갑옷,,,2써클 의상,상점/보상,SRC_WIZARD_REWARD,SOURCE,EXACT_NAME_MATCH,,,,,,,,,,,,,,,,,,,,,,,,베누스타,SOURCE_NAME_HAR,lod-dressup data/names.json or /api/names,,,,,11.0,https://daoverlord.com/guides/armor-appearance-ids,wizard 11,SOURCE_NAMED
wu0000012,미스티플레이트,HAR_VERIFIED,armor,F,,,38,01|02|03|c,826,931,15,16,master/assets/items/armor/wu0000012_미스티플레이트.webp,UNVERIFIED,,,IT_WAR_ARM_2D,미스티플레이트,장비,갑옷,전사,2,26.0,갑옷,,,2써클 상위 갑옷,상점/보상,SRC_WARRIOR_REWARD,SOURCE,EXACT_NAME_MATCH,,,,,,,,,,,,,,,,,,,,,,,,미스티플레이트,SOURCE_NAME_HAR,lod-dressup data/names.json or /api/names,,,,,12.0,https://daoverlord.com/guides/armor-appearance-ids,warrior 26,SOURCE_NAMED
wu0000013,,UNRESOLVED,armor,F,,,42,01|02|03|d,168,810,15,33,master/assets/items/armor/wu0000013_UNNAMED.webp,UNVERIFIED,,,,,,,,,,,,,,,,,NO_CANONICAL_NAME_MATCH,,,,,,,,,,,,,,,,,,,,,,,,,UNRESOLVED,,연무도복,STRUCTURAL_GENDER_APPEARANCE_PAIR,HIGH_INFERENCE_NOT_SOURCE_VERIFIED,mu0000013,13.0,https://daoverlord.com/guides/armor-appearance-ids,Female monk 41 / Male monk 11 cullote,CANDIDATE_NAME_AVAILABLE_NOT_PROMOTED
wu0000014,코르스,HAR_VERIFIED,armor,F,,,32,01|02|03|e,129,931,12,20,master/assets/items/armor/wu0000014_코르스.webp,UNVERIFIED,,,IT_ROG_ARM_3B,코르스,장비,갑옷,도적,3,41.0,갑옷,,,3써클 의상,상점/보상,SRC_ROGUE_REWARD,SOURCE,EXACT_NAME_MATCH,,,,,,,,,,,,,,,,,,,,,,,,코르스,SOURCE_NAME_HAR,lod-dressup data/names.json or /api/names,,,,,14.0,https://daoverlord.com/guides/armor-appearance-ids,rogue 41,SOURCE_NAMED
wu0000015,엘레맨틀,HAR_VERIFIED,armor,F,,,30,01|02|03|b,583,876,13,26,master/assets/items/armor/wu0000015_엘레맨틀.webp,UNVERIFIED,,,IT_PRI_ARM_3B,엘레맨틀,장비,갑옷,성직자,3,41.0,갑옷,,,3써클 의상,상점/보상,SRC_PRIEST_REWARD,SOURCE,EXACT_NAME_MATCH,,,,,,,,,,,,,,,,,,,,,,,,엘레맨틀,SOURCE_NAME_HAR,lod-dressup data/names.json or /api/names,,,,,15.0,https://daoverlord.com/guides/armor-appearance-ids,priest 41,SOURCE_NAMED
wu0000016,,UNRESOLVED,armor,F,,,28,01|02|03|f,939,736,19,35,master/assets/items/armor/wu0000016_UNNAMED.webp,UNVERIFIED,,,,,,,,,,,,,,,,,NO_CANONICAL_NAME_MATCH,,,,,,,,,,,,,,,,,,,,,,,,,UNRESOLVED,,스톨라,STRUCTURAL_GENDER_APPEARANCE_PAIR,HIGH_INFERENCE_NOT_SOURCE_VERIFIED,mu0000016,16.0,https://daoverlord.com/guides/armor-appearance-ids,wizard 41,CANDIDATE_NAME_AVAILABLE_NOT_PROMOTED
wu0000017,카스뮴플레이트,HAR_VERIFIED,armor,F,,,38,01|02|03|c,514,581,18,38,master/assets/items/armor/wu0000017_카스뮴플레이트.webp,UNVERIFIED,,,IT_WAR_ARM_3B,카스뮴플레이트,장비,갑옷,전사,3,41.0,갑옷,,,3써클 갑옷,상점/보상,SRC_WARRIOR_REWARD,SOURCE,EXACT_NAME_MATCH,,,,,,,,,,,,,,,,,,,,,,,,카스뮴플레이트,SOURCE_NAME_HAR,lod-dressup data/names.json or /api/names,,,,,17.0,https://daoverlord.com/guides/armor-appearance-ids,warrior 41,SOURCE_NAMED
wu0000018,풍전도복,HAR_VERIFIED,armor,F,,,42,01|02|03|d,672,774,18,34,master/assets/items/armor/wu0000018_풍전도복.webp,UNVERIFIED,,,IT_MON_ARM_4B,풍전도복,장비,갑옷,무도가,4,71.0,갑옷,,,4써클 의상,상점/보상,SRC_MONK_REWARD,SOURCE,EXACT_NAME_MATCH,,,,,,,,,,,,,,,,,,,,,,,,풍전도복,SOURCE_NAME_HAR,lod-dressup data/names.json or /api/names,,,,,18.0,https://daoverlord.com/guides/armor-appearance-ids,monk 71,SOURCE_NAMED
wu0000019,페플로스,HAR_VERIFIED,armor,F,,,32,01|02|03|e,417,931,15,19,master/assets/items/armor/wu0000019_페플로스.webp,UNVERIFIED,,,IT_ROG_ARM_4B,페플로스,장비,갑옷,도적,4,71.0,갑옷,,,4써클 의상,상점/보상,SRC_ROGUE_REWARD,SOURCE,EXACT_NAME_MATCH,,,,,,,,,,,,,,,,,,,,,,,,페플로스,SOURCE_NAME_HAR,lod-dressup data/names.json or /api/names,,,,,19.0,https://daoverlord.com/guides/armor-appearance-ids,rogue 71,SOURCE_NAMED
wu0000020,홀리로브,HAR_VERIFIED,armor,F,,,30,01|02|03|b,658,810,19,32,master/assets/items/armor/wu0000020_홀리로브.webp,UNVERIFIED,,,IT_PRI_ARM_4B,홀리로브,장비,갑옷,성직자,4,71.0,갑옷,,,4써클 의상,상점/보상,SRC_PRIEST_REWARD,SOURCE,EXACT_NAME_MATCH,,,,,,,,,,,,,,,,,,,,,,,,홀리로브,SOURCE_NAME_HAR,lod-dressup data/names.json or /api/names,,,,,20.0,https://daoverlord.com/guides/armor-appearance-ids,priest 71,SOURCE_NAMED
